Width,Height,Length,Velocity,P_max_V,P_min_V,P_max_A,P_min_A,GA_mean_H,GA_mean_V,GA_SD_H,GA_SD_V,PressureMean,PressureSD,PCAvgPos,PCSDPos,PCMax,PCAvgNeg,PCSDNeg,PCMin,Error,PeakpresMean,ErrorStopTime,AngleMean,AngleVar,ReglineSlope,ReglineIntercept,LoopCount,AngleSpeed,ErrorRate
3287.53,3293.9,2756.631816,0.103267921,15,0.029411765,75,0.000865052,927.2366667,926.155,1147.792905,1151.513163,921.8566667,1138.809072,2.336257905,1.98384032,11.70249949,2.336257905,1.98384032,11.70249949,1,17973.14286,474.58,69.04181655,1474.590224,0.091846663,1260.456848,6673.495,956.7427273,0.2
