Width,Height,Length,Velocity,P_max_V,P_min_V,P_max_A,P_min_A,GA_mean_H,GA_mean_V,GA_SD_H,GA_SD_V,PressureMean,PressureSD,PCAvgPos,PCSDPos,PCMax,PCAvgNeg,PCSDNeg,PCMin,Error,PeakpresMean,ErrorStopTime,AngleMean,AngleVar,ReglineSlope,ReglineIntercept,LoopCount,AngleSpeed,ErrorRate
5317.57,5323.8,6952.641512,0.284980297,13.46291202,0.032679739,33.65728004,0.001067965,1243.27,1244.34,1876.599832,1878.358707,1239.823333,1870.125588,2.97946654,3.564079423,27.05140717,2.97946654,3.564079423,27.05140717,0,20286.22727,0,26.80307512,51.88227141,0.02025673,1309.319942,1219.846,330.6460976,0
