Width,Height,Length,Velocity,P_max_V,P_min_V,P_max_A,P_min_A,GA_mean_H,GA_mean_V,GA_SD_H,GA_SD_V,PressureMean,PressureSD,PCAvgPos,PCSDPos,PCMax,PCAvgNeg,PCSDNeg,PCMin,Error,PeakpresMean,ErrorStopTime,AngleMean,AngleVar,ReglineSlope,ReglineIntercept,LoopCount,AngleSpeed,ErrorRate
2754.59,2761.11,1621.384394,0.059564937,14.14213562,0.020084354,141.4213562,0.000403381,803.0233333,803.5833333,974.3678477,976.0185456,796.9,969.0140952,2.670086848,2.131155305,11.66833901,2.670086848,2.131155305,11.66833901,0,18769.25,0,28.86489114,128.8356816,0.125450813,1248.83275,13610.225,1338.292,0
