<<<<<<< HEAD
ClientX,ClientY,altitudeAngle,azimuthAngle,TiltX,TiltY,Pressure,timestamp,StrokeDuration
=======
ClientX,ClientY,Instantaneous_Velocity,acceleration,altitudeAngle,azimuthAngle,TiltX,TiltY,Pressure,TimeSec,timestamp
89.53515625,98.68359375,0.2361094156901,0,0.84472913513183,0.86285408197968,30,34,0.053724057972431,3,1710452191371,8674
90.0078125,99.333984375,0.13877444455103,-0.0070260937921422,0.84472913513183,0.86285408197968,30,34,0.055921860039234,16,1710452191384,4874
90.244140625,99.511070251465,0.081059878133764,-0.0031165227034804,0.84472913513183,0.86285408197968,30,34,0.058608062565327,34,1710452191402,2759
90.244140625,99.5703125,0.056044815782797,-0.0023465930981488,0.84472913513183,0.86285408197968,30,34,0.073504276573658,51,1710452191419,4667
90.244140625,98.919921875,0.011982868101712,-0.00046238574800444,0.84472913513183,0.86285408197968,30,34,0.143101349473,153,1710452191521,0
90.244140625,98.329429626465,0.0085419804216867,-0.00038045923072549,0.84472913513183,0.86285408197968,30,34,0.15189255774021,166,1710452191534,0
90.48046875,97.79753112793,0.01179000517584,-0.00015842725458368,0.8338325496464,0.88126907760529,30,35,0.1572649627924,184,1710452191552,0
90.716796875,97.442710876465,0.014627166352898,-0.00013454284153408,0.8338325496464,0.88126907760529,30,35,0.16141636669636,202,1710452191570,0
91.19010925293,97.087890625,0.018893934424517,0.00023497006597973,0.8338325496464,0.88126907760529,30,35,0.16190476715565,219,1710452191587,0
92.194664001465,96.615234375,0.026814297007474,0.00026126443725765,0.8338325496464,0.88126907760529,30,35,0.16507937014103,236,1710452191604,0
93.848960876465,95.669921875,0.040541843538082,0.00039247015692048,0.8338325496464,0.88126907760529,30,35,0.16727717220783,250,1710452191618,0
96.03581237793,94.36979675293,0.057016108246483,0.0004883361293408,0.8338325496464,0.88126907760529,30,35,0.17118437588215,267,1710452191635,0
98.51823425293,93.423828125,0.071826409697897,0.00059442662244089,0.8338325496464,0.88126907760529,30,35,0.18705739080906,285,1710452191653,0
101.29557800293,92.182945251465,0.088761001864013,0.00066934585860393,0.8338325496464,0.88126907760529,30,35,0.19536021351814,299,1710452191667,0
104.01432800293,90.94206237793,0.10223165673026,0.00075650992433996,0.80383866771039,0.89766172957776,31,37,0.20244202017784,318,1710452191686,0
107.32357025146,89.05078125,0.11977866100531,0.00079156084213398,0.80383866771039,0.89766172957776,31,37,0.21050062775612,335,1710452191703,0
111.10612487793,86.982421875,0.13927641257837,0.00092019915748894,0.80383866771039,0.89766172957776,31,37,0.21465203166008,350,1710452191718,0
114.416015625,84.97265625,0.15389288367502,0.00091308937216654,0.7960445460032,0.87848479672546,32,37,0.22051283717155,367,1710452191735,0
117.84375,83.022789001465,0.16805129469209,0.00096116382230776,0.7960445460032,0.87848479672546,32,37,0.22930404543877,383,1710452191751,0
121.62565612793,80.65885925293,0.18271316820014,0.00094509213271599,0.7960445460032,0.87848479672546,32,37,0.2349206507206,401,1710452191769,0
124.7578125,78.294921875,0.19434920440013,0.00092110585762457,0.7960445460032,0.87848479672546,32,37,0.23809525370598,417,1710452191785,0
127.53581237793,76.048828125,0.20299918759797,0.00088295559396855,0.80383866771039,0.89766172957776,31,37,0.24297925829887,434,1710452191802,0
130.13607788086,74.393882751465,0.20854490874232,0.00081909712676192,0.79264166940679,0.91520389787773,31,38,0.24542126059532,452,1710452191820,0
132.38217163086,72.857421875,0.21393417999961,0.00078854419145499,0.79987213582935,0.93438886706974,30,38,0.24835166335106,466,1710452191834,0
134.45053100586,71.202476501465,0.21637748317388,0.00072300317283295,0.79987213582935,0.93438886706974,30,38,0.24761906266212,485,1710452191853,0
136.93229675293,69.311851501465,0.22229741404146,0.00070015120501381,0.82581954650784,0.95632035187524,28,37,0.25274726748466,500,1710452191868,0
139.47396850586,68.01171875,0.22600116943533,0.0006301660776188,0.82581954650784,0.95632035187524,28,37,0.25518926978111,517,1710452191885,0
141.896484375,67.00651550293,0.22809356232161,0.00059083606937337,0.82581954650784,0.95632035187524,28,37,0.25982907414436,535,1710452191903,0
143.197265625,66.416015625,0.22703516240728,0.00053866742527709,0.83780357959913,0.93902237594099,28,36,0.25763127207756,550,1710452191918,0
143.43359375,66.416015625,0.22094500287737,0.00047737338671165,0.83780357959913,0.93902237594099,28,36,0.25811967253685,567,1710452191935,0
143.13803100586,66.474609375,0.19577334716843,0.0002521097949199,0.83780357959913,0.93902237594099,28,36,0.27619048953056,637,1710452192005,0
143.01953125,66.474609375,0.19008235540041,0.00022014770056873,0.83780357959913,0.93902237594099,28,36,0.28180709481239,655,1710452192023,0
142.60612487793,66.356773376465,0.17651816662984,0.00010634611597478,0.85710270416719,0.94173518133465,27,35,0.28351649641991,702,1710452192070,0
142.36979675293,66.53385925293,0.17200577413745,8.9686325415343E-5,0.85710270416719,0.94173518133465,27,35,0.28937730193138,717,1710452192085,0
142.310546875,66.593101501465,0.16734445760859,3.6909726451618E-5,0.85710270416719,0.94173518133465,27,35,0.29645910859108,736,1710452192104,0
142.310546875,66.71159362793,0.16405807988044,2.6943414827041E-5,0.85710270416719,0.94173518133465,27,35,0.30305251479149,750,1710452192118,0
142.42839050293,66.71159362793,0.16068552757758,-1.875743916199E-5,0.85710270416719,0.94173518133465,27,35,0.31086692214012,767,1710452192135,0
142.783203125,66.593101501465,0.15793196798664,-2.4802306762298E-5,0.85710270416719,0.94173518133465,27,35,0.3167277276516,785,1710452192153,0
143.13803100586,66.356773376465,0.15584043045507,-6.6853090165866E-5,0.85710270416719,0.94173518133465,27,35,0.32039073109627,801,1710452192169,0
143.4921875,66.23828125,0.15330647489356,-7.0067795605487E-5,0.85710270416719,0.94173518133465,27,35,0.32161173224449,819,1710452192187,0
143.84701538086,66.120445251465,0.15124372032551,-0.00010301675498785,0.85710270416719,0.94173518133465,27,35,0.3211233317852,835,1710452192203,0
144.20182800293,66.120445251465,0.14894294377884,-0.00010431165354835,0.85710270416719,0.94173518133465,27,35,0.32185593247414,852,1710452192220,0
144.55599975586,66.120445251465,0.14673208995917,-0.00012934947076605,0.8690213793323,0.92384654679004,27,34,0.32380953431129,869,1710452192237,0
145.087890625,66.1796875,0.14488709784371,-0.00012855528959319,0.8690213793323,0.92384654679004,27,34,0.32503053545952,886,1710452192254,0
145.79753112793,66.53385925293,0.14329306886914,-0.00014486053643876,0.8690213793323,0.92384654679004,27,34,0.32722833752632,902,1710452192270,0
146.68359375,67.125,0.13883299395665,-0.00014303596515866,0.85710270416719,0.94173518133465,27,35,0.32893773913383,938,1710452192306,0
147.68881225586,67.774742126465,0.13932552075291,-0.00015515339781057,0.87662507026825,0.94473905092437,26,34,0.33015874028206,943,1710452192311,0
150.17057800293,70.020835876465,0.13840349661378,-0.00014687217393426,0.87662507026825,0.94473905092437,26,34,0.33064714074135,967,1710452192335,0
151.58920288086,72.02995300293,0.136985946742,-0.00015000548252891,0.87662507026825,0.94473905092437,26,34,0.33333334326744,984,1710452192352,0
153.00717163086,73.03515625,0.13624406874787,-0.00014394980355837,0.84498586246261,0.95919732822832,27,36,0.33699634671211,1003,1710452192371,0
154.30729675293,74.51237487793,0.1355838691046,-0.00014957952039749,0.85192680612724,0.9795885322047,26,36,0.33797314763069,1018,1710452192386,0
155.48959350586,75.45768737793,0.13489395967904,-0.00014417279378017,0.85192680612724,0.9795885322047,26,36,0.33943834900856,1035,1710452192403,0
156.43490600586,76.58073425293,0.13386519560826,-0.00014731695970006,0.85192680612724,0.9795885322047,26,36,0.33870574831963,1051,1710452192419,0
157.67643737793,77.94010925293,0.13319542402678,-0.00014114352655709,0.85192680612724,0.9795885322047,26,36,0.33846154808998,1068,1710452192436,0
159.15365600586,78.767578125,0.13317606108714,-0.00014023051758017,0.8650781740987,1.0210147591152,24,36,0.33821734786034,1086,1710452192454,0
161.28125,79.831382751465,0.13446891614558,-0.00013258345307459,0.8650781740987,1.0210147591152,24,36,0.34017094969749,1102,1710452192470,0
163.52734375,80.89518737793,0.13562604201351,-0.00012454292417647,0.85182160571176,1.0371405167197,24,37,0.33919414877892,1121,1710452192489,0
165.94987487793,82.25456237793,0.13759858778328,-0.00011652612445279,0.85772512833581,1.0578015554284,23,37,0.33943834900856,1135,1710452192503,0
168.25521850586,83.5546875,0.13905308443717,-0.00010227546592938,0.85772512833581,1.0578015554284,23,37,0.3396825492382,1152,1710452192520,0
170.32357788086,85.03190612793,0.14007779939088,-9.6056658132806E-5,0.86338777418119,1.0786401845394,22,37,0.33455434441566,1169,1710452192537,0
171.91928100586,86.509117126465,0.14035039227195,-5.7354344943959E-5,0.86338777418119,1.0786401845394,22,37,0.33064714074135,1186,1710452192554,0
173.396484375,88.1640625,0.14055771375093,-5.3235356970207E-5,0.86880848250829,1.0996532321336,21,37,0.33455434441566,1202,1710452192570,0
174.755859375,89.759765625,0.14064120774462,-4.1257551841478E-5,0.86880848250829,1.0996532321336,21,37,0.33113554120064,1218,1710452192586,0
176.05599975586,91.17839050293,0.14047873948537,-3.8900229977746E-5,0.86880848250829,1.0996532321336,21,37,0.32942613959312,1236,1710452192604,0
178.18359375,92.36003112793,0.14181834560679,-1.3219724703675E-5,0.86880848250829,1.0996532321336,21,37,0.32893773913383,1253,1710452192621,0
179.54296875,93.48307800293,0.14206176638128,-1.1716992994626E-5,0.86880848250829,1.0996532321336,21,37,0.32844933867455,1269,1710452192637,0
181.611328125,94.60612487793,0.14342633646618,-1.6463169224864E-6,0.85452442315728,1.1141139312146,21,38,0.3282051384449,1285,1710452192653,0
183.443359375,95.669921875,0.14431006850281,1.2211312523698E-7,0.85452442315728,1.1141139312146,21,38,0.32747253775597,1302,1710452192670,0
184.86198425293,96.733726501465,0.14456434046053,8.7490500379379E-6,0.85452442315728,1.1141139312146,21,38,0.32942613959312,1319,1710452192687,0
185.748046875,97.85612487793,0.14403301615791,8.2705061374016E-6,0.87891981715514,1.1421876130641,19,37,0.32698413729668,1336,1710452192704,0
186.57553100586,98.625,0.14355151610392,1.2749016648381E-5,0.87891981715514,1.1421876130641,19,37,0.32698413729668,1352,1710452192720,0
187.28515625,99.511070251465,0.14291979796564,1.1758395651837E-5,0.87891981715514,1.1421876130641,19,37,0.32429793477058,1368,1710452192736,0
188.40756225586,100.515625,0.1425022663408,1.6649485682801E-5,0.87891981715514,1.1421876130641,19,37,0.32771673798561,1388,1710452192756,0
189.05795288086,101.40234375,0.14193902455102,1.5735683803517E-5,0.87891981715514,1.1421876130641,19,37,0.32429793477058,1403,1710452192771,0
191.0078125,103.05729675293,0.14157872915598,1.9578189176927E-5,0.87891981715514,1.1421876130641,19,37,0.32576313614845,1435,1710452192803,0
191.71745300293,103.41146087646,0.14092093110146,1.7693997132303E-5,0.87891981715514,1.1421876130641,19,37,0.33162394165993,1452,1710452192820,0
192.30795288086,103.470703125,0.1400970918833,1.947204722893E-5,0.87891981715514,1.1421876130641,19,37,0.3374847471714,1469,1710452192837,0
192.95834350586,103.470703125,0.13936863716621,1.7191275692002E-5,0.87891981715514,1.1421876130641,19,37,0.34090355038643,1486,1710452192854,0
193.490234375,103.234375,0.13857620451204,1.919009189591E-5,0.87891981715514,1.1421876130641,19,37,0.34871795773506,1502,1710452192870,0
194.140625,102.34765625,0.13792176112329,1.625112565129E-5,0.87891981715514,1.1421876130641,19,37,0.35433456301689,1518,1710452192886,0
194.849609375,101.04753112793,0.13690646335639,1.583412778069E-5,0.87891981715514,1.1421876130641,19,37,0.36483517289162,1539,1710452192907,0
195.794921875,99.62956237793,0.13685475745242,1.3490555746626E-5,0.87891981715514,1.1421876130641,19,37,0.3658119738102,1553,1710452192921,0
196.97721862793,97.501953125,0.1370475111989,1.4392395489384E-5,0.87891981715514,1.1421876130641,19,37,0.36703297495842,1568,1710452192936,0
198.45443725586,95.669921875,0.13739186012805,1.222534096575E-5,0.87891981715514,1.1421876130641,19,37,0.36996337771416,1586,1710452192954,0
199.99089050293,93.95573425293,0.13791926705253,1.3904796737018E-5,0.87891981715514,1.1421876130641,19,37,0.37264958024025,1603,1710452192971,0
201.52799987793,92.36003112793,0.13854455844092,1.2682168377829E-5,0.87891981715514,1.1421876130641,19,37,0.37191697955132,1619,1710452192987,0
203.18229675293,90.94206237793,0.13931129871426,1.4521243299293E-5,0.87891981715514,1.1421876130641,19,37,0.37411478161812,1635,1710452193003,0
204.71875,89.759765625,0.13991755963972,1.3783632835691E-5,0.87891981715514,1.1421876130641,19,37,0.37387058138847,1651,1710452193019,0
206.255859375,88.755210876465,0.14042292062665,1.4919871137051E-5,0.87891981715514,1.1421876130641,19,37,0.37509161233902,1668,1710452193036,0
208.146484375,87.69140625,0.14109884432809,1.4360908977095E-5,0.87891981715514,1.1421876130641,19,37,0.3760684132576,1688,1710452193056,0
209.80143737793,86.15495300293,0.14204573169532,1.9825774773581E-5,0.8641022315872,1.1556870254115,19,38,0.37704521417618,1702,1710452193070,0
211.63346862793,84.440757751465,0.1429734626649,1.9372514990534E-5,0.86853811847202,1.1766771852002,18,38,0.3782662153244,1719,1710452193087,0
213.46549987793,82.96354675293,0.14337463081773,1.7023327838995E-5,0.86853811847202,1.1766771852002,18,38,0.38437122106552,1742,1710452193110,0
215.35678100586,81.30859375,0.14477499827227,1.7591090758352E-5,0.86853811847202,1.1766771852002,18,38,0.37997561693192,1754,1710452193122,0
217.66146850586,79.53581237793,0.1464073541726,1.7844742026006E-5,0.86853811847202,1.1766771852002,18,38,0.38461542129517,1769,1710452193137,0
220.55729675293,77.94010925293,0.1485704386161,1.9482908950011E-5,0.86853811847202,1.1766771852002,18,38,0.38339442014694,1785,1710452193153,0
223.69010925293,75.576171875,0.15052079459397,2.114369314035E-5,0.86853811847202,1.1766771852002,18,38,0.38461542129517,1808,1710452193176,0
226.822265625,73.38932800293,0.15333415222415,2.3641118323655E-5,0.86853811847202,1.1766771852002,18,38,0.38412702083588,1820,1710452193188,0
229.18620300293,71.79362487793,0.15493165504374,2.5560174831566E-5,0.86853811847202,1.1766771852002,18,38,0.38437122106552,1835,1710452193203,0
231.845703125,69.607421875,0.15678190610306,2.6810101183999E-5,0.86853811847202,1.1766771852002,18,38,0.38461542129517,1852,1710452193220,0
234.74154663086,67.952476501465,0.15840872695772,2.8398887413738E-5,0.86853811847202,1.1766771852002,18,38,0.38192921876907,1873,1710452193241,0
237.28256225586,66.29753112793,0.16040299389401,3.011122946567E-5,0.87891981715514,1.1421876130641,19,37,0.38412702083588,1885,1710452193253,0
239.58724975586,65.056640625,0.16110776678154,3.10469371652E-5,0.87891981715514,1.1421876130641,19,37,0.38363862037659,1908,1710452193276,0
241.59701538086,64.169921875,0.16251456816413,3.2225480372764E-5,0.87891981715514,1.1421876130641,19,37,0.38290601968765,1918,1710452193286,0
243.07421875,63.4609375,0.16240183636655,3.2745240382526E-5,0.87891981715514,1.1421876130641,19,37,0.38119661808014,1939,1710452193307,0
244.31510925293,62.98828125,0.16275083785649,3.2673644955764E-5,0.87891981715514,1.1421876130641,19,37,0.38119661808014,1951,1710452193319,0
245.3203125,62.456382751465,0.16213194530613,3.2307124719291E-5,0.87891981715514,1.1421876130641,19,37,0.3831502199173,1972,1710452193340,0
246.32487487793,61.983074188232,0.1619189380284,3.1496867550932E-5,0.87891981715514,1.1421876130641,19,37,0.38363862037659,1988,1710452193356,0
247.32943725586,61.510417938232,0.16154829848291,3.0980592092507E-5,0.89856806444036,1.1502619915109,18,36,0.38168501853943,2006,1710452193374,0
248.5703125,60.919273376465,0.16159836697085,3.0491723381686E-5,0.89856806444036,1.1502619915109,18,36,0.38412702083588,2022,1710452193390,0
249.45703125,60.387371063232,0.16137575416393,2.8803978198686E-5,0.89856806444036,1.1502619915109,18,36,0.38412702083588,2037,1710452193405,0
249.87045288086,60.26953125,0.16053644891855,2.743624844425E-5,0.89856806444036,1.1502619915109,18,36,0.38095241785049,2053,1710452193421,0
249.57553100586,60.26953125,0.15274255404522,1.6569985106058E-5,0.89856806444036,1.1502619915109,18,36,0.39487183094025,2154,1710452193522,0
249.51628112793,60.26953125,0.15135397053151,1.4950790566367E-5,0.89856806444036,1.1502619915109,18,36,0.39365082979202,2173,1710452193541,0
249.51628112793,60.446617126465,0.1481795348871,9.8001882121728E-6,0.89856806444036,1.1502619915109,18,36,0.38681322336197,2219,1710452193587,0
249.87045288086,61.865234375,0.14707464454031,8.6227817556715E-6,0.89856806444036,1.1502619915109,18,36,0.38510382175446,2236,1710452193604,0
250.107421875,62.751953125,0.14593295322539,6.3094919916898E-6,0.89856806444036,1.1502619915109,18,36,0.38681322336197,2254,1710452193622,0
250.22526550293,63.756511688232,0.1447532058048,5.1367488617711E-6,0.89856806444036,1.1502619915109,18,36,0.38974362611771,2271,1710452193639,0
250.34375,64.8203125,0.14352362756913,3.1904737982571E-6,0.92813507303898,1.1218848414772,18,34,0.38974362611771,2289,1710452193657,0
